Buble,ella
"You'll never find, as long as you live Someone who loves you tender like I do And you'll never find, no matter where you search Someone who cares about you the way I do   No, I'm not braggin' on myself, baby 'Cause I'm the one who loves you And there is no one else, no one, no one else  And you'll never find It'll take the end of all time Someone to understand you like I do  No, I'm not tryin' to make you stay, baby 'Cause I'm the one who loves you And there is no one else, no No, no, baby (no one else)  (You're gonna miss my lovin') you're gonna miss my lovin' (You're gonna miss my lovin') you're gonna miss my lovin' (You're gonna miss my lovin') you're gonna miss my love Miss my love  You'll never find (you'll never find) Another love like mine (another love like mine) Someone who needs you like I do  No, I'm not braggin' on myself, baby But I'm the one who loves you And there is no one else, and there is no one else No   There's just no one else (no one else) You're gonna miss my love (miss my love) (You're gonna miss my love) I'm gonna miss your love (Oh, yes you will) (You're gonna miss my love) I'm gonna miss your love (You're gonna miss my love) (You're gonna miss my love) I'm gonna miss your love","No use of talkin' no use of talkin' You'll start in dog-walkin' no matter where. There's jazz-copation blues modulation, Just like a Haitian you'll rip and tear. Most everybody likes the blues  Here's why I'm ravin', here's why I'm ravin' If it's blues you are cravin' just come on down. You'll hear 'em playin', you'll hear 'em playin' Soon you'll be sayin', ""Hon jazz me 'round"" Because your feet they can't refuse.  What's that familiar strain that true blue note refrain It's drivin' me insane, Can't keep still, tho' it's against my will; I'm on my P's and Q's I just can't refuse.  There goes that melody, it sounds so good to me, And I am up a tree, It's a shame, you don't know the name; It's a brand new blues,  The Royal Garden Blues.  Everybody grab somebody And start jazzing 'round  Hon don't you hear that trombone moan?  Just listen to that saxophone. Gee, hear that clarinet and flute,  Cornet jazzin' with a mute, Makes me just throw myself away,  When I hear 'em play.  That weepin' melancholy strain,  Say, but it's soothing to the brain; Just wanna get right up and dance,  Don't care I'll take most any chance; No other blues I'd care to choose,  But Royal Garden Blues."
"Missed the Saturday dance Heard they crowded the floor Couldn't bear it without you Don't get around much anymore   Though I'd visit the club Got as far as the door They'd have asked me about you Don't get around much anymore   Darling, I guess my mind's more at ease But nevertheless why stir up memories?   Been invited on dates Might have gone but what for? Awf'lly diff'rent without you Don't get around much anymore","No use of talkin' no use of talkin' You'll start in dog-walkin' no matter where. There's jazz-copation blues modulation, Just like a Haitian you'll rip and tear. Most everybody likes the blues  Here's why I'm ravin', here's why I'm ravin' If it's blues you are cravin' just come on down. You'll hear 'em playin', you'll hear 'em playin' Soon you'll be sayin', ""Hon jazz me 'round"" Because your feet they can't refuse.  What's that familiar strain that true blue note refrain It's drivin' me insane, Can't keep still, tho' it's against my will; I'm on my P's and Q's I just can't refuse.  There goes that melody, it sounds so good to me, And I am up a tree, It's a shame, you don't know the name; It's a brand new blues,  The Royal Garden Blues.  Everybody grab somebody And start jazzing 'round  Hon don't you hear that trombone moan?  Just listen to that saxophone. Gee, hear that clarinet and flute,  Cornet jazzin' with a mute, Makes me just throw myself away,  When I hear 'em play.  That weepin' melancholy strain,  Say, but it's soothing to the brain; Just wanna get right up and dance,  Don't care I'll take most any chance; No other blues I'd care to choose,  But Royal Garden Blues."
"Stockings are hung with care The children sleep with one eye open Now there's more than toys at stake 'Cause I'm older now but not done hoping  The twinkling of the lights The scent of candles fill the household Old saint Nick has taken flight With a heart on board so please be careful  Each year I ask for many different things But now I know what my heart wants you to bring So please just fall in love with me this Christmas There's nothing else that I would need this Christmas Won't be wrapped under the tree I want something that lasts forever So kiss me on this cold December night  A cheer that smells of pine A house that's filled with joy and laughter The mistletoe says stand in line Loneliness is what I've captured Oh but this evening can be a holy night  Let's cozy on up our fireplace And dim those Christmas lights  So please just fall in love with me this Christmas There's nothing else that you would need this Christmas Won't be wrapped under the tree want something that lasts forever So kiss me on this cold December night.  They call it the season of giving I'm here, yours for the taking They call it the season of giving I'm here I'm yours  Just fall in love with me this Christmas There's nothing else that we would need this Christmas Won't be wrapped under the tree want something that lasts forever Cause I don't wanna be alone tonight I'm wearin' our Christmas sweater While talking to the mistletoe tonight I want something that lasts forever So kiss me on this cold December night  They call it the season of giving I'm here, yours for the taking They call it the season of giving I'm here I'm yours","Sit there and count your fingers What can you do Old girl you're through Sit there, count your little fingers Unhappy little girl blue.  Sit there and count the raindrops Falling on you It's time you knew All you can ever count on Are the raindrops That fall on little girl blue  Won't you just sit there Count the little raindrops Falling on you Cause it's time you knew All you can ever count on Are the raindrops That fall on little girl blue  No use old girl You might as well surrender Cause your hopes are getting slender and slender Why won't somebody send a tender blue boy To cheer up little girl blue"
"Every time it rains, it rains pennies from heaven Don't you know each cloud contains pennies from heaven? You'll find your fortune falling all over the town Be sure that your umbrella is upside down  Trade them for a package of sunshine and sunflowers If you want the things you love, you must have showers So, when you hear it thunder, don't run under a tree There'll be pennies from heaven for you and me  Every time it rains, it rains pennies from heaven Don't you know each cloud contains pennies from heaven?  Trade them for a package of sunshine and flowers If you want the things you love, you've got to have showers  Every time it rains, it rains pennies from heaven Don't you know that each cloud contains pennies from heaven? You'll find your fortune's falling all over the town Be sure that your umbrella is upside down Trade them for a package of sunshine and flowers If you want the things you love, you gotta have showers So, when you hear it thunder, don't run under a tree There'll be pennies from heaven for you and me Pennies from heaven for you and me, for you and for me","Plain gold ring on his finger he wore It was where everyone could see He belonged to someone, but not me On his hand was a plain gold band  Plain gold ring has a story to tell It was one that I knew too well In my heart it will never be spring Long as he wears a plain gold ring Oh, oh  When nighttime comes a' callin' on me I know why I will never be free I can't stop these teardrops of mine I'm gonna love him till the end of time Plain gold ring has but one thing to say I'll remember till my dying day In my heart it will never be spring Long as he wears a plain gold ring Plain gold ring on his finger he wore Plain gold ring on his finger he wore Plain gold ring on his finger he wore "
"It's beginning to look a lot like Christmas
Ev'rywhere you go,
Take a look in the five-and-ten, it's glistening once again
With candy canes and silver lanes that glow.

It's beginning to look a lot like Christmas,
Toys in ev'ry store,
But the prettiest sight to see is the holly that will be
On your own front door.

A pair of hop-along boots and a pistol that shoots
Is the wish of Barney and Ben,
Dolls that will talk and will go for a walk
Is the hope of Janice and Jen,
Mom and Dad can hardly wait for school to start again.

It's beginning to look a lot like Christmas
Ev'rywhere you go,
There's a tree in the Grand Hotel, one in the park as well,
It's the sturdy kind that doesn't mind the snow.

It's beginning to look a lot like Christmas,
Soon the bells will start,
And the thing that will make them ring is the carol that you sing
Right within your heart.

It's beginning to look a lot like Christmas
Toys in ev'ry store,
But the prettiest sight to see is the holly that will be
On your own front door.

Sure it's Christmas, once a-more","Love me or leave me or let me be lonely You won't believe me and I love you only I'd rather be lonely Than happy with somebody else  You might find the night time The right time for kissin' But night time is my time for just reminiscin' Regrettin' instead of forgettin' with somebody else  There'll be no one unless That someone is you I intend to be independently blue  I want your love, but I don't want to borrow To have it today and you give back tomorrow For my love is your love There's no love for nobody else  There'll be no one unless That someone is you I intend to be independently blue  I want your love, but I don't want to borrow To have it today and you give back tomorrow For my love is your love There's no love for nobody else Nobody else, nobody else"
"I don’t know why You think that you could hold me, when you can’t get by by yourself And I don’t know who Would ever want to tear the seam of someone’s dream Baby, it’s fine, you said that we should just be friends While I came up with that line and I’m sure That it’s for the best If you ever change your mind, don’t hold your breath  ‘Cause you may not believe That baby, I’m relieved When you said goodbye, my whole world shines  Hey hey hey It’s a beautiful day and I can’t stop myself from smiling If I’m drinking, then I’m buying And I know there’s no denying It’s a beautiful day, the sun is up, the music’s playing And even if it started raining You won’t hear this boy complaining ‘Cause I’m glad that you’re the one who got away It’s a beautiful day  It’s my turn to fly, so girls, get in line ‘Cause I’m easy, no playing this guy like a fool Now I’m alright Might've had me caged before, but not tonight  And you may not believe That baby, I’m relieved This fire inside, it burns too bright I don’t want to say “so long”, I just want to say “goodbye”  It’s a beautiful day and I can’t stop myself from smiling If I’m drinking, then I’m buying And I know there’s no denying It’s a beautiful day, the sun is up, and the music’s playing And even if it started raining You won’t hear this boy complaining ‘Cause I’m glad that you’re the one who got away  ‘Cause if you ever think I’ll take up My time with thinking of our break-up Then, you’ve got another thing coming your way ‘Cause it’s a beautiful day Beautiful day Oh, baby, any day that you’re gone away It’s a beautiful day","Took each word she said as gospel truth the way a silly little child would. I can't excuse it on the grounds of youth,  I was no babe in the wild, wild wood. She didn't mean it,  I should have seen it,  But now it's too late.  I thought I'd found the girl of my dreams,  Now it seems,  This is how the story ends: She's gonna turn me down and say,  ""Can't we be friends?"" I thought for once it couldn't go wrong,  Not for long,  I can see the way this ends: She's gonna turn me down and say,  ""Can't we be friends?"" Why should I care though she gave me the air, Why should I cry,  Heave a sigh,  And wonder why,  And wonder why? I thought I found the gal I could trust,  What a bust, this is how the story ends: She's gonna turn me down and say,  ""Can't we be just friends?"""
"You'll never find, as long as you live Someone who loves you tender like I do And you'll never find, no matter where you search Someone who cares about you the way I do   No, I'm not braggin' on myself, baby 'Cause I'm the one who loves you And there is no one else, no one, no one else  And you'll never find It'll take the end of all time Someone to understand you like I do  No, I'm not tryin' to make you stay, baby 'Cause I'm the one who loves you And there is no one else, no No, no, baby (no one else)  (You're gonna miss my lovin') you're gonna miss my lovin' (You're gonna miss my lovin') you're gonna miss my lovin' (You're gonna miss my lovin') you're gonna miss my love Miss my love  You'll never find (you'll never find) Another love like mine (another love like mine) Someone who needs you like I do  No, I'm not braggin' on myself, baby But I'm the one who loves you And there is no one else, and there is no one else No   There's just no one else (no one else) You're gonna miss my love (miss my love) (You're gonna miss my love) I'm gonna miss your love (Oh, yes you will) (You're gonna miss my love) I'm gonna miss your love (You're gonna miss my love) (You're gonna miss my love) I'm gonna miss your love","It's not the pale moon that excites me
That thrills and delights me, oh no
It's just the nearness of you

It isn't your sweet conversation
That brings this sensation, oh no
It's just the nearness of you

When you're in my arms
And I feel you so close to me
All my wildest dreams come true

I need no soft lights
To enchant me
If you'll only grant me
The right to hold you ever so tight
And to feel in the night the nearness of you

It's not the pale moon that excites me
That thrills and delights me, oh no
It's just the nearness of you

It isn't your sweet conversation
That brings this sensation, oh no
Yes, just the nearness of you

When you're in my arms
And I feel you so close to me
All my wildest dreams come true

I need no soft lights
To enchant me
If you'll only grant me
The right to hold you ever so tight, yeah baby
And to feel in the night the nearness of you

When you're in my arms
And I feel you so close to me
All my wildest dreams come true

I need no soft lights
To enchant me
If you'll only grant me
The right to hold you ever so tight
And to feel in the night the nearness of you"
"Another summer day
Is come and gone away
In Paris and Rome
But I want to go home
Mmm

Maybe surrounded by
A million people, I
Still feel all alone
I just want to go home
Oh, I miss you, you know

And I've been keeping all the letters that I wrote to you
Each one a line or two
'I'm fine, baby, how are you?'
Well, I would send them, but I know that it's just not enough
My words were cold and flat
And you deserve more than that

Another aeroplane
Another sunny place
I'm lucky I know
But I want to go home
Mmm, I've got to go home

Let me go home
I'm just too far from where you are
I want to come home

And I feel just like I'm living someone else's life
It's like I just stepped outside
When everything was going right
And I know just why you could not
Come along with me
But this was not your dream
But you always believe in me

Another winter day has come
And gone away
And even Paris and Rome
And I want to go home
Let me go home

And I'm surrounded by
A million people, I
Still feel alone
Oh, let me go home
Oh, I miss you, you know

Let me go home
I've had my run
Baby, I'm done
I gotta go home
Let me go home
It will all be alright
I'll be home tonight
I'm coming back home","Stars shining bright above you Night breezes seem to whisper ""I love you"" Birds singing in the sycamore trees Dream a little dream of me  Say nighty-night and kiss me Just hold me tight and tell me you'll miss me While I'm alone and blue as can be Dream a little dream of me  Stars fading but I linger on dear Still craving your kiss I'm longing to linger till dawn dear Just saying this  Sweet dreams till sunbeams find you Sweet dreams that leave all worries behind you But in your dreams whatever they be Dream a little dream of me  Stars fading but I linger on dear Still craving your kiss I'm longing to linger till dawn dear Just saying this  Sweet dreams, till sunbeams find you Gotta keep dreaming leave all worries behind you But in your dreams whatever they be You gotta make me a promise, promise to me You'll dream, dream a little of me"
"Me and Mrs. Jones, we got a thing going on
We both know that it's wrong
But it's much too strong to let it go now

We meet every day at the same cafe
Six-thirty, I know she'll be there
Holding hands, making all kinds of plans
While the jukebox plays our favorite song

Me and Mrs., Mrs. Jones, Mrs. Jones, Mrs. Jones
We got a thing going on
We both know that it's wrong
But it's much too strong to let it go now

We gotta be extra careful
That we don't build our hopes too high
'Cause she's got her own obligations, and so do I
Me and Mrs., Mrs. Jones, Mrs. Jones, Mrs. Jones

Well, it's time for us to be leaving
And it hurts so much, it hurts so much inside
And now she'll go her way, I'll go mine
But tomorrow we'll meet at the same place, the same time
Me and Mrs., Mrs., Mrs. Jones
(Same place)
We both know that it's wrong
(Same time)
Everyday at the same place
(Same place)
We got a thing going on, you know it's wrong
(Same time)
But it's much too wrong
(Same place)
Me and Mrs. Jones","Things have come to a pretty pass Our romance is growing flat For you like this and the other While I go for this and that  Goodness knows what the end will be Oh I don't know where I'm at It looks as if we two will never be one Something must be done:  You say either and I say either You say neither and I say neither Either, either neither, neither Let's call the whole thing off  You like potato and I like potahto You like tomato and I like tomahto Potato, potahto, tomato, tomahto Let's call the whole thing off  But oh, if we call the whole thing off Then we must part And oh, if we ever part, then that might break my heart  So if you like pyjamas and I like pyjahmas I'll wear pyjamas and give up pyajahmas For we know we need each other so we Better call the whole thing off Let's call the whole thing off  You say laughter and I say larfter You say after and I say arfter Laughter, larfter after arfter Let's call the whole thing off  You like vanilla and I like vanella You saspiralla, and I saspirella Vanilla vanella chocolate strawberry Let's call the whole thing off  But oh if we call the whole thing of then we must part And oh, if we ever part, then that might break my heart  So if you go for oysters and I go for ersters I'll order oysters and cancel the ersters For we know we need each other so we Better call the calling off off Let's call the whole thing off  I say father, and you say pater I saw mother and you say mater Pater, mater uncle, auntie let's call the whole thing off  I like bananas and you like banahnahs I say havana and I get havahnah Bananas, banahnahs havana, havahnah Go your way, I'll go mine  So if I go for scallops and you go for lobsters So all right no contest we'll order lobseter For we know we need each other so we Better call the calling off off Let's call the whole thing off"
"What did you think
I would do at this moment
When you're standing before me
With tears in your eyes
Trying to tell me that you
Have found you another
And you just don't love me no more

And what did you think
I would say at this moment
When I'm faced with the knowledge
That you just don't love me
Did you think I would curse you
Or say things to hurt you
'Cause you just don't love me no more

Did you think I could hate you
Or raise my hands to you
Now, come on, you know me too well
How could I hurt you
When darlin' I love you
And you know, I'd would never,
No, no, no, no

What do you think
I would give at this moment
If you'd stay, I'd subtract
Twenty years from my life
I'd fall down on my knees
I'd kiss the ground that you walk on
If I could just hold you again

I'd fall down on my knees
Kiss the ground that you walk on, baby
If I could just hold you
Mmm
If I could just hold you
I would fall down
Down on my knees
Oh god please, let me hold you
Let me hold you
Again

I'm gonna miss you girl
I'm gonna miss you
I can see the tears in your eyes baby
I'm down, I'm down on my knees

What did you think I would do, baby
Did you think I would hurt you","April in Paris, chestnuts in blossom
Holiday tables under the trees
April in Paris, this is a feeling
No one can ever reprise

I never knew the charm of spring
Never met it face to face
I never new my heart could sing
Never missed a warm embrace

Till April in Paris
Whom can I run to
What have you done to my heart

Yes, April in Paris, chestnuts in blossom
Holiday tables under the trees
April in Paris, this is a feeling
No one can ever reprise

I never knew the charm of spring
Never met it face to face
I never new my heart could sing
Never missed a warm embrace

Till April in Paris
Now whom can I run to
Oh, what have you done to my heart

I never knew the charm of spring
Never met it face to face
I never new my heart could sing
Never missed a warm embrace

Till April in Paris
Whom can I run to
What have you done to my heart"
"I don’t know why You think that you could hold me, when you can’t get by by yourself And I don’t know who Would ever want to tear the seam of someone’s dream Baby, it’s fine, you said that we should just be friends While I came up with that line and I’m sure That it’s for the best If you ever change your mind, don’t hold your breath  ‘Cause you may not believe That baby, I’m relieved When you said goodbye, my whole world shines  Hey hey hey It’s a beautiful day and I can’t stop myself from smiling If I’m drinking, then I’m buying And I know there’s no denying It’s a beautiful day, the sun is up, the music’s playing And even if it started raining You won’t hear this boy complaining ‘Cause I’m glad that you’re the one who got away It’s a beautiful day  It’s my turn to fly, so girls, get in line ‘Cause I’m easy, no playing this guy like a fool Now I’m alright Might've had me caged before, but not tonight  And you may not believe That baby, I’m relieved This fire inside, it burns too bright I don’t want to say “so long”, I just want to say “goodbye”  It’s a beautiful day and I can’t stop myself from smiling If I’m drinking, then I’m buying And I know there’s no denying It’s a beautiful day, the sun is up, and the music’s playing And even if it started raining You won’t hear this boy complaining ‘Cause I’m glad that you’re the one who got away  ‘Cause if you ever think I’ll take up My time with thinking of our break-up Then, you’ve got another thing coming your way ‘Cause it’s a beautiful day Beautiful day Oh, baby, any day that you’re gone away It’s a beautiful day","Moonlight and magnolia, starlight in your hair All the world a dream come true Did it really happen, was I really there Was I really there with you   We lived our little drama, we kissed in a field of white And stars fell on Alabama last night I can't forget the glamor, your eyes held a tender light And stars fell on Alabama last night I never planned in my imagination a situation so heavenly A fairy land where no one else could enter And in the center just you and me, dear My heart beat like a hammer, my arms wound around you tight And stars fell on Alabama last night   We lived our little drama, we kissed in a field of white And stars fell on Alabama last night I can't forget the glamor, your eyes held a tender light And stars fell on Alabama last night I never planned in my imagination a situation so heavenly A fairy land where no one else could enter And in the center just you and me, dear My heart beat like a hammer, my arms wound around you tight"
"I don’t know why
You think that you could hold me, when you can’t get by by yourself
And I don’t know who
Would ever want to tear the seam of someone’s dream
Baby, it’s fine, you said that we should just be friends
While I came up with that line and I’m sure
That it’s for the best
If you ever change your mind, don’t hold your breath

‘Cause you may not believe
That baby, I’m relieved
When you said goodbye, my whole world shines

Hey hey hey
It’s a beautiful day and I can’t stop myself from smiling
If I’m drinking, then I’m buying
And I know there’s no denying
It’s a beautiful day, the sun is up, the music’s playing
And even if it started raining
You won’t hear this boy complaining
‘Cause I’m glad that you’re the one who got away
It’s a beautiful day

It’s my turn to fly, so girls, get in line
‘Cause I’m easy, no playing this guy like a fool
Now I’m alright
Might've had me caged before, but not tonight

And you may not believe
That baby, I’m relieved
This fire inside, it burns too bright
I don’t want to say “so long”, I just want to say “goodbye”

It’s a beautiful day and I can’t stop myself from smiling
If I’m drinking, then I’m buying
And I know there’s no denying
It’s a beautiful day, the sun is up, and the music’s playing
And even if it started raining
You won’t hear this boy complaining
‘Cause I’m glad that you’re the one who got away

‘Cause if you ever think I’ll take up
My time with thinking of our break-up
Then, you’ve got another thing coming your way
‘Cause it’s a beautiful day
Beautiful day
Oh, baby, any day that you’re gone away
It’s a beautiful day",Night and stars above that shine so bright  The mystery of their fading light  That shines upon our caravan    Sleep upon my shoulder as we creep  Across the sand so I may keep  The memory of our caravan    This is so exciting  You are so inviting  Resting in my arms  As I thrill to the magic charms  Of you beside me here beneath the blue  My dream of love is coming true  Within our desert caravan
"I don’t know why
You think that you could hold me, when you can’t get by by yourself
And I don’t know who
Would ever want to tear the seam of someone’s dream
Baby, it’s fine, you said that we should just be friends
While I came up with that line and I’m sure
That it’s for the best
If you ever change your mind, don’t hold your breath

‘Cause you may not believe
That baby, I’m relieved
When you said goodbye, my whole world shines

Hey hey hey
It’s a beautiful day and I can’t stop myself from smiling
If I’m drinking, then I’m buying
And I know there’s no denying
It’s a beautiful day, the sun is up, the music’s playing
And even if it started raining
You won’t hear this boy complaining
‘Cause I’m glad that you’re the one who got away
It’s a beautiful day

It’s my turn to fly, so girls, get in line
‘Cause I’m easy, no playing this guy like a fool
Now I’m alright
Might've had me caged before, but not tonight

And you may not believe
That baby, I’m relieved
This fire inside, it burns too bright
I don’t want to say “so long”, I just want to say “goodbye”

It’s a beautiful day and I can’t stop myself from smiling
If I’m drinking, then I’m buying
And I know there’s no denying
It’s a beautiful day, the sun is up, and the music’s playing
And even if it started raining
You won’t hear this boy complaining
‘Cause I’m glad that you’re the one who got away

‘Cause if you ever think I’ll take up
My time with thinking of our break-up
Then, you’ve got another thing coming your way
‘Cause it’s a beautiful day
Beautiful day
Oh, baby, any day that you’re gone away
It’s a beautiful day","Try to think that love's not around But it´s uncomfortably near My old heart ain't gaining no ground Because my angel eyes ain't here  Angel eyes, that old devil sent They glow unbearably bright Need I say that my love´s mispent Mispent with angel eyes tonight  So drink up all you people Order anything you see Have fun you happy people The laughs and the jokes on me  Pardon me but I got to run The fact's uncommonly clear Got to find who's now number one And why my angel eyes ain't here Oh, where is my angel eyes  Excuse me while I disappear Angel eyes, angel eyes."
"Stockings are hung with care The children sleep with one eye open Now there's more than toys at stake 'Cause I'm older now but not done hoping  The twinkling of the lights The scent of candles fill the household Old saint Nick has taken flight With a heart on board so please be careful  Each year I ask for many different things But now I know what my heart wants you to bring So please just fall in love with me this Christmas There's nothing else that I would need this Christmas Won't be wrapped under the tree I want something that lasts forever So kiss me on this cold December night  A cheer that smells of pine A house that's filled with joy and laughter The mistletoe says stand in line Loneliness is what I've captured Oh but this evening can be a holy night  Let's cozy on up our fireplace And dim those Christmas lights  So please just fall in love with me this Christmas There's nothing else that you would need this Christmas Won't be wrapped under the tree want something that lasts forever So kiss me on this cold December night.  They call it the season of giving I'm here, yours for the taking They call it the season of giving I'm here I'm yours  Just fall in love with me this Christmas There's nothing else that we would need this Christmas Won't be wrapped under the tree want something that lasts forever Cause I don't wanna be alone tonight I'm wearin' our Christmas sweater While talking to the mistletoe tonight I want something that lasts forever So kiss me on this cold December night  They call it the season of giving I'm here, yours for the taking They call it the season of giving I'm here I'm yours","Oh, lullaby of Birdland whisper low Always here, when you sigh, Never in my woodland could there be words to reveal In a phrase how i feel.  Have you ever heard two turtle doves Bill and coo when they love? That's the kind of magic music we get from our lips When we kiss  And there's a weepy old willow He really knows how to cry That's how i'd cry in my pillow If you should tell me farewell and goodbye  Lullaby of Birdland whisper low Kiss me sweet, then we'll go Flying high in Birdland, high in the sky up above All because we're in love  Lullaby, lullaby Have you ever heard two turtle doves Bill and coo when they love? That's the kind of magic music we get from our lips When we kiss  And there's a weepy old willow He really knows how to cry That's how I'd cry in my pillow If you should tell me farewell and goodbye  Lullaby of Birdland whisper low Kiss me sweet, then we'll go Flying high in Birdland, high in the sky up above And it's all because we're in love"
"We're the love brigade That sings serenades Flying in G6 jets Over woodland glades These are canapés and not hand grenades And that's the choice we made  Go USA Or Taliban chic If you got massive hands Or tiny feet Life hands you lemons then sell lemonade It's the choice we made  So I'm gonna sell a soda pop I wanna sell soda pop I'm gonna sell soda pop I wanna sell soda pop Soda! Yoda! Bop shoo wop  We like the birds We go likely lads I go on strike We're not scab scab scabs The love we lost when no one stayed It's the choice we made  They wanna know About the clothes we wear If we swing both ways But who stays there As long as we get paid we don't care The choice is theirs  So I'm gonna sell a soda pop I wanna sell soda pop I'm gonna sell soda pop I wanna sell soda pop Soda! Yoda! Bop shoo wop  Come enjoy the madness How you dance through the fire is all That matters now How can you resist us? We are the business  So I'm gonna sell a soda pop I wanna sell soda pop I'm gonna sell soda pop I wanna sell soda pop Soda! Yoda! Bop shoo wop  Come enjoy the madness How you dance through the fire is all That matters now How can you resist us? We are the business So, so, so, so!","When the only sound in the empty street, Is the heavy tread of the heavy feet That belong to a lonesome cop I open shop.  When the moon so long has been gazing down On the wayward ways of this wayward town. That her smile becomes a smirk, I go to work.  Love for sale, Appetizing young love for sale. Love that`s fresh and still unspoiled, Love that`s only slightly soiled,  Love for sale. Who will buy? Who would like to sample my supply? Who`s prepared to pay the price,  For a trip to paradise? Love for sale Let the poets pipe of love in their childish way,  I know every type of love Better far than they. If you want the thrill of love, I`ve been through the mill of love;  Old love, new love Every love but true love Love for sale.  Appetising young love for sale. If you want to buy my wares. Follow me and climb the stairs Love for sale. Love for sale."
"I can only give you love that lasts forever,  And a promise to be near each time you call.  And the only heart I own  For you and you alone  That's all,  That's all...   I can only give you country walks in springtime  And a hand to hold when leaves begin to fall; And a love whose burning light  Will warm the winter's night  That's all,  That's all.   There are those I am sure who have told you,  They would give you the world for a toy.  All I have are these arms to enfold you,  And a love even time can't destroy.   If you're wondering what I'm asking in return, dear,  You'll be glad to know that my demands are small.  Say it's me that you'll adore,  For now and evermore  That's all,  That's all.","The world is lyrical Because a miracle Has brought my lover to me Though she's some other place, her face I see  At night I creep in bed And never sleep in bed But look above in the air And to my greatest joy, my love is there  She dances overhead On the ceiling near my bed In my sight All through the night  I try to hide in vain Underneath my counterpane But there's my love Up there above  I whisper, ""Go away, my lover It's not fair"" But I'm so grateful to discover That she's still there  I love my ceiling more Since it is a dancing floor Just for my love"
"Missed the Saturday dance Heard they crowded the floor Couldn't bear it without you Don't get around much anymore   Though I'd visit the club Got as far as the door They'd have asked me about you Don't get around much anymore   Darling, I guess my mind's more at ease But nevertheless why stir up memories?   Been invited on dates Might have gone but what for? Awf'lly diff'rent without you Don't get around much anymore","I never knew the charm of spring I never met it face to face I never new my heart could sing I never missed a warm embrace  Till April in Paris, chestnuts in blossom Holiday tables under the trees April in Paris, this is a feeling  That no one can ever reprise I never knew the charm of spring I never met it face to face I never new my heart could sing I never missed a warm embrace  Till April in Paris Whom can I run to What have you done to my heart"
"You make me feel so young
You make me feel as though spring has sprung
And every time I see you grin
I'm such a happy individual

The moment that you speak
I wanna go play hide and seek
I wanna go and bounce the moon
Just like a toy balloon

You and I are just like a couple of tots
Runnin' across the meadow
Pickin' up lots of forget me nots

You make me feel so young
You make me feel there are songs to be sung Bells to be rung
And a wonderful spring to be sprung
And even when I'm old and grey
I'm gonna feel the way I do, today
'Cause you make me feel so young

You make me young
You make me feel as though spring has sprung
And every time I see you grin
I'm such a happy individual

The moment that you speak
I wanna go play hide and seek
I wanna go and bounce at the moon
Like a big balloon

Because, you and I are just like a couple of tots
Runnin' across the meadow
Grabbing up all

You make me up
You make me feel there are songs to be sung
Lots of bells to be rung
And a wonderful fling to be flung
And even when I'm old and gray
I'm gonna feel the way i do today
Cause you make me feel so
Man i just feel so
You make me feel so young
You make me feel so young
So young
You make me feel so young
You make me feel so young","As dorothy parker once said To her boyfriend, ""fare thee well"" As columbus announced When he knew he was bounced, ""it was swell, isabel, swell""  As abelard said to eloise, ""don't forget to drop a line to me, please"" As juliet cried, in her romeo's ear, ""romeo, why not face the fact, my dear""  It was just one of those things Just one of those crazy flings One of those bells that now and then rings Just one of those things  It was just one of those nights Just one of those fabulous flights A trip to the moon on gossamer wings Just one of those things  If we'd thought a bit, of the end of it When we started painting the town We'd have been aware that our love affair Was too hot, not to cool down  So good-bye, dear, and amen Here's hoping we meet now and then It was great fun But it was just one of those things  If we'd thought a bit, of the end of it When we started painting the town We'd have been aware that our love affair Was too hot, not to cool down  So good-bye, dear, and amen Here's hoping we meet now and then It was great fun But it was just one of those things  Just one of those things"
